"gene_id"	"logFC.x"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"contrast"	"gene.x"	"genename"	"entrez.x"	"type.x"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"gene.y"	"entrez.y"	"type.y"	"tx_id"	"Length"	"EffectiveLength"	"Overdispersion"	"logFC.y"	"logCPM"	"F"	"PValue"	"FDR"	"Results"	"tx_version"	"NIF_dEJ"	"NIF_uORF"	"NIF_long_3utr"	"NIF|__|GC(cds[-10:termination_codon])"	"GC_5utr"	"GC_cds"	"GC_3utr"	"GC_exons"	"GC_introns"	"LENGTH_5utr"	"LENGTH_cds"	"LENGTH_3utr"	"LENGTH_exons"	"LENGTH_introns"	"EXONS_count"	"dEJs|__|penultimate-exon>=55(nts)"	"uORFs|__|count"	"uORFs|__|gc-content"	"uORFs|__|lengths"	"uORFs|__|max-length"	"nif_feature"	"tx_biotype"	"nif"	"mgis"
"11"	"ENSMUSG00000025212"	0.739997535241124	5.16089256792285	15.394445127528	7.46005876318786e-11	2.89769996815826e-08	15.270564113027	"UPF3B_vs_Control"	"Sfxn3"	"sideroflexin 3"	"94280"	"protein-coding"	2137.77511810155	0.417157282575235	0.102963782195963	4.05149532853495	5.08913423923665e-05	0.00158321530376754	"Sfxn3"	"94280"	"protein-coding"	"ENSMUST00000111954"	2867	2594.094	4.2318844873782	0.631922354068876	2.12739255201024	28.4925191511204	1.4985354256409e-05	0.000730232744973321	1	"ENSMUST00000111954.11"	"0"	"1"	"1"	0.6	0.625786163522013	0.570934256055363	0.491082045184304	"[0.6285714285714286, 0.524390243902439, 0.5672514619883041, 0.5921052631578947, 0.627906976744186, 0.578125, 0.5, 0.74, 0.5625, 0.492973580663294]"	"[0.5185490519373455, 0.5273109243697479, 0.5156462585034014, 0.52, 0.47354497354497355, 0.5989304812834224, 0.49379652605459057, 0.46735395189003437, 0.6078431372549019]"	318	867	1682	"[315, 164, 171, 76, 86, 128, 50, 50, 48, 1779]"	"[1213, 476, 735, 150, 1134, 187, 1209, 582, 255]"	10	NA	1	"[0.6111111111111112]"	"[54]"	54	"Two"	"protein_coding"	"NIF+"	"MGI:MGI:2137679"
"12"	"ENSMUSG00000029403"	1.24104918892599	2.81342816561955	14.8466956823704	1.26934200499876e-10	4.06040107246073e-08	14.5983546136574	"UPF3B_vs_Control"	"Cdkl2"	"cyclin-dependent kinase-like 2 (CDC2-related kinase)"	"53886"	"protein-coding"	945.838938772752	0.586319218439476	0.14138372422099	4.14700646534835	3.36850554003948e-05	0.00113704248229088	"Cdkl2"	"53886"	"protein-coding"	"ENSMUST00000086978"	4066	3793.094	36.4910756375776	1.82306950990749	-1.08053850220149	27.3668931774435	1.97492270816018e-05	0.000899215920056958	1	"ENSMUST00000086978.12"	"0"	"1"	"1"	0.5	0.643636363636364	0.42530755711775	0.386756238003839	"[0.6885245901639344, 0.3969849246231156, 0.3384615384615385, 0.49162011173184356, 0.4336283185840708, 0.4383561643835616, 0.47191011235955055, 0.3384615384615385, 0.4391891891891892, 0.3723404255319149, 0.4435483870967742, 0.4485981308411215, 0.4943820224719101, 0.38670548277535177]"	"[0.4015466983938132, 0.3968, 0.3932551319648094, 0.391812865497076, 0.36791979949874687, 0.4159113796576032, 0.4335923048464669, 0.3856903297931806, 0.3596330275229358, 0.43726641751201284, 0.2679738562091503, 0.40344571145265246, 0.3819277108433735]"	275	1707	2084	"[244, 199, 195, 179, 113, 146, 89, 130, 296, 94, 124, 107, 89, 2061]"	"[3362, 1875, 3410, 342, 1995, 5958, 2703, 1789, 545, 1873, 153, 8068, 830]"	14	NA	1	"[0.6166666666666667]"	"[120]"	120	"Two"	"protein_coding"	"NIF+"	"MGI:MGI:1858227"
"13"	"ENSMUSG00000037523"	0.779511616871836	4.86159009761132	14.5486475776522	1.70741664842143e-10	4.8679616810919e-08	14.4462545527451	"UPF3B_vs_Control"	"Mavs"	"mitochondrial antiviral signaling protein"	"228607"	"protein-coding"	1693.33678773156	0.570736859861479	0.0862638504676934	6.61617649533538	3.68608249046885e-11	6.53226475632373e-09	"Mavs"	"228607"	"protein-coding"	"ENSMUST00000110199"	3057	2784.094	6.43636472357791	1.08050842347639	2.13500523015821	41.9279861559897	8.29433088730318e-07	6.67017379587389e-05	1	"ENSMUST00000110199.3"	"0"	"1"	"1"	0.7	0.614886731391586	0.552910052910053	0.504045307443366	"[0.6135458167330677, 0.5257142857142857, 0.601123595505618, 0.5882352941176471, 0.5909090909090909, 0.5246252676659529, 0.5174488567990373]"	"[0.4748858447488584, 0.51994301994302, 0.49026676279740444, 0.4424695977549111, 0.46217616580310883, 0.5201729106628242]"	309	1512	1236	"[251, 175, 178, 170, 154, 467, 1662]"	"[4380, 1404, 1387, 1069, 1930, 694]"	7	NA	2	"[0.7555555555555555, 0.6222222222222222]"	"[45, 45]"	45	"Two"	"protein_coding"	"NIF+"	"MGI:MGI:2444773"
"14"	"ENSMUSG00000037523"	0.779511616871836	4.86159009761132	14.5486475776522	1.70741664842143e-10	4.8679616810919e-08	14.4462545527451	"UPF3B_vs_Control"	"Mavs"	"mitochondrial antiviral signaling protein"	"228607"	"protein-coding"	1693.33678773156	0.570736859861479	0.0862638504676934	6.61617649533538	3.68608249046885e-11	6.53226475632373e-09	"Mavs"	"228607"	"protein-coding"	"ENSMUST00000041362"	2867	2594.094	4.260843819207	0.625847165195443	3.58864007118623	35.1187053825882	3.30652341480724e-06	0.000207585771377768	1	"ENSMUST00000041362.12"	"0"	"0"	"1"	0.7	0.588235294117647	0.552910052910053	0.504045307443366	"[0.5573770491803278, 0.5257142857142857, 0.601123595505618, 0.5882352941176471, 0.5909090909090909, 0.5246252676659529, 0.5174488567990373]"	"[0.482421875, 0.51994301994302, 0.49026676279740444, 0.4424695977549111, 0.46217616580310883, 0.5201729106628242]"	119	1512	1236	"[61, 175, 178, 170, 154, 467, 1662]"	"[4608, 1404, 1387, 1069, 1930, 694]"	7	NA	0	""	""	NA	"One"	"protein_coding"	"NIF+"	"MGI:MGI:2444773"
"15"	"ENSMUSG00000037523"	0.779511616871836	4.86159009761132	14.5486475776522	1.70741664842143e-10	4.8679616810919e-08	14.4462545527451	"UPF3B_vs_Control"	"Mavs"	"mitochondrial antiviral signaling protein"	"228607"	"protein-coding"	1693.33678773156	0.570736859861479	0.0862638504676934	6.61617649533538	3.68608249046885e-11	6.53226475632373e-09	"Mavs"	"228607"	"protein-coding"	"ENSMUST00000130597"	2959	2686.094	7.23462764437155	0.960227655052433	-0.476820211316377	12.0229159841314	0.0018914462607622	0.0299622948110601	1	"ENSMUST00000130597.8"	"1"	"0"	"1"	0.4	0.585365853658537	0.523809523809524	0.533891850723534	"[0.5538461538461539, 0.5257142857142857, 0.5824175824175825, 0.601123595505618, 0.5882352941176471, 0.5909090909090909, 0.5246252676659529, 0.5183845690174804]"	"[0.482421875, 0.5397412199630314, 0.49870466321243523, 0.49026676279740444, 0.4424695977549111, 0.46217616580310883, 0.5201729106628242]"	123	210	2626	"[65, 175, 91, 178, 170, 154, 467, 1659]"	"[4608, 541, 772, 1387, 1069, 1930, 694]"	8	967	0	""	""	NA	"Two"	"nonsense_mediated_decay"	"NIF+"	"MGI:MGI:2444773"
"16"	"ENSMUSG00000019278"	0.801545308332194	4.55556906523723	14.3405224230332	2.10679482531785e-10	5.58865866345292e-08	14.2397979058542	"UPF3B_vs_Control"	"Dpep1"	"dipeptidase 1"	"13479"	"protein-coding"	3281.32791464387	0.406513176569561	0.0843676594839441	4.81835313502947	1.44748013615674e-06	8.20845306926825e-05	"Dpep1"	"13479"	"protein-coding"	"ENSMUST00000019422"	2236	1963.094	1.56391958892216	0.807768752084762	5.03696196510501	190.589333609487	2.73448906303624e-13	1.83493181667643e-10	1	"ENSMUST00000019422.6"	"0"	"1"	"0"	0.4	0.592	0.54176804541768	0.50863213811421	"[0.585, 0.5844155844155844, 0.518796992481203, 0.46616541353383456, 0.5827814569536424, 0.5714285714285714, 0.5819209039548022, 0.5058823529411764, 0.5526315789473685, 0.5220588235294118, 0.5146579804560261]"	"[0.49519167435120537, 0.4970178926441352, 0.5606060606060606, 0.5517241379310345, 0.536723163841808, 0.5381526104417671, 0.6179775280898876, 0.5333333333333333, 0.49230769230769234, 0.5847457627118644]"	250	1233	753	"[200, 154, 133, 133, 151, 70, 177, 85, 76, 136, 921]"	"[7591, 4527, 198, 116, 177, 249, 89, 75, 195, 118]"	11	NA	1	"[0.5072463768115942]"	"[69]"	69	"One"	"protein_coding"	"NIF+"	"MGI:MGI:94917"
"17"	"ENSMUSG00000025417"	0.603526790594132	5.28107401506019	14.2610509698031	2.28445008930275e-10	5.64674526619471e-08	14.1400551438793	"UPF3B_vs_Control"	"Pip4k2c"	"phosphatidylinositol-5-phosphate 4-kinase, type II, gamma"	"117150"	"protein-coding"	2847.97479451526	0.47277293948543	0.0815730416552185	5.79570075961713	6.80364836958424e-09	7.10730593892148e-07	"Pip4k2c"	"117150"	"protein-coding"	"ENSMUST00000013970"	3307	3034.094	1	0.611154796383942	7.00546352880637	205.435210047474	1.17369349204225e-13	9.80465218566640e-11	1	"ENSMUST00000013970.9"	"0"	"0"	"1"	0.4	0.727272727272727	0.531595576619273	0.531797696544817	"[0.6834862385321101, 0.47959183673469385, 0.44329896907216493, 0.5277777777777778, 0.46258503401360546, 0.5641025641025641, 0.38596491228070173, 0.5970149253731343, 0.5288461538461539, 0.5307988450433109]"	"[0.5177215189873418, 0.4682723483094025, 0.4880503144654088, 0.46157273334818444, 0.4875, 0.5055350553505535, 0.5351681957186545, 0.5523255813953488, 0.5654761904761905]"	44	1266	1997	"[218, 98, 97, 144, 147, 39, 114, 268, 104, 2078]"	"[2370, 2159, 795, 4489, 160, 542, 327, 172, 168]"	10	NA	0	""	""	NA	"One"	"protein_coding"	"NIF+"	"MGI:MGI:2152214"
"18"	"ENSMUSG00000035891"	0.599724440807332	4.4387220729494	14.0842573351673	2.73911471645543e-10	6.62013592359317e-08	13.9850802867412	"UPF3B_vs_Control"	"Cerk"	"ceramide kinase"	"223753"	"protein-coding"	1930.17324144178	0.288520461029466	0.0859995877291833	3.35490516463904	0.000793921967790002	0.0141788672299999	"Cerk"	"223753"	"protein-coding"	"ENSMUST00000044332"	4518	4245.094	7.08660014039435	0.621839685128795	2.96386307867886	34.6577154915478	3.65207182132643e-06	0.000224459843637169	1	"ENSMUST00000044332.16"	"0"	"0"	"1"	0.3	0.709939148073022	0.566416040100251	0.515438452037876	"[0.7228346456692913, 0.5263157894736842, 0.6422764227642277, 0.49206349206349204, 0.453125, 0.636986301369863, 0.48, 0.5294117647058824, 0.5566037735849056, 0.5584415584415584, 0.558252427184466, 0.507177033492823, 0.5169082125603864]"	"[0.5069746052833274, 0.53077975376197, 0.4848643006263048, 0.47665847665847666, 0.5129427792915532, 0.5098097502972652, 0.48811787072243346, 0.5410460685833045, 0.49583333333333335, 0.5, 0.46413243408951566, 0.568755846585594]"	493	1596	2429	"[635, 114, 123, 126, 64, 146, 75, 153, 106, 77, 206, 209, 2484]"	"[19571, 731, 5748, 2442, 1468, 3364, 2104, 2887, 720, 760, 1631, 1069]"	13	NA	0	""	""	NA	"One"	"protein_coding"	"NIF+"	"MGI:MGI:2386052"
"19"	"ENSMUSG00000038708"	1.05123783942473	2.92982378867215	13.9692962625637	3.085520661076e-10	6.99127556455471e-08	13.806547566048	"UPF3B_vs_Control"	"Golga4"	"golgi autoantigen, golgin subfamily a, 4"	"54214"	"protein-coding"	4952.51238910127	0.845942660304088	0.0683203305426386	12.382004793963	3.27069296733258e-35	6.4916714015617e-32	"Golga4"	"54214"	"protein-coding"	"ENSMUST00000084820"	7583	7310.094	3.75654585975479	1.06101330516983	4.05790981231649	201.584797594557	1.4537511778724e-13	1.11158502971479e-10	1	"ENSMUST00000084820.6"	"0"	"1"	"0"	0.4	0.789954337899543	0.503200833705523	0.397217928902628	"[0.7353951890034365, 0.4888888888888889, 0.45454545454545453, 0.5512820512820513, 0.4375, 0.3508771929824561, 0.4444444444444444, 0.5714285714285714, 0.5351351351351351, 0.38095238095238093, 0.46621621621621623, 0.5195530726256983, 0.5606060606060606, 0.42948717948717946, 0.5077178817383045, 0.5163934426229508, 0.4961832061068702, 0.5675675675675675, 0.38095238095238093, 0.5217391304347826, 0.39473684210526316, 0.4423076923076923, 0.42528735632183906, 0.4008941877794337]"	"[0.45709787457360274, 0.41561590688651795, 0.4539087211929507, 0.43360433604336046, 0.4239423942394239, 0.40727816550348955, 0.43238993710691825, 0.4322429906542056, 0.47315436241610737, 0.4152159896840748, 0.4215461554490519, 0.4389438943894389, 0.37933378653976885, 0.4873864783047427, 0.49613899613899615, 0.49056603773584906, 0.4754483347566183, 0.4608830364058869, 0.42786069651741293, 0.396732788798133, 0.45874161939143887, 0.42597087378640774, 0.4253246753246753]"	219	6717	647	"[291, 90, 66, 312, 48, 57, 99, 133, 185, 84, 148, 179, 132, 156, 4211, 122, 131, 111, 21, 69, 76, 104, 87, 671]"	"[7622, 8248, 4426, 2952, 2222, 2006, 636, 1284, 298, 1551, 9598, 3030, 1471, 1982, 518, 318, 4684, 1291, 201, 1714, 3878, 4120, 4620]"	24	NA	1	"[0.7847222222222222]"	"[144]"	144	"One"	"protein_coding"	"NIF+"	"MGI:MGI:1859646"
"20"	"ENSMUSG00000041112"	0.920354984828126	3.06537498372697	13.6826339666684	4.16776004298633e-10	9.06571164550387e-08	13.5638256306117	"UPF3B_vs_Control"	"Elmo1"	"engulfment and cell motility 1"	"140580"	"protein-coding"	1582.49664319685	0.489040310624907	0.0901274970147262	5.42609444202141	5.76004896487619e-08	4.76356049395261e-06	"Elmo1"	"140580"	"protein-coding"	"ENSMUST00000072519"	5464	5191.094	1.10107671515645	0.941655486476221	4.70819012078187	207.7237545118	1.03526826796824e-13	8.82846583598835e-11	1	"ENSMUST00000072519.7"	"0"	"0"	"1"	0.4	0.672566371681416	0.483058608058608	0.444662737393582	"[0.7320261437908496, 0.5629139072847682, 0.4146341463414634, 0.4246575342465753, 0.39215686274509803, 0.5117647058823529, 0.4444444444444444, 0.47, 0.4934210526315789, 0.43037974683544306, 0.43137254901960786, 0.5040650406504065, 0.42424242424242425, 0.5333333333333333, 0.5412844036697247, 0.4306569343065693, 0.5, 0.504424778761062, 0.48148148148148145, 0.4819277108433735, 0.4230769230769231, 0.44946236559139785]"	"[0.44408026897295466, 0.4282115869017632, 0.45435684647302904, 0.42050616482803377, 0.423773987206823, 0.4182798805740152, 0.3905005028235476, 0.42344961240310075, 0.4040041067761807, 0.41458836149101636, 0.43839285714285714, 0.44846678023850084, 0.43019624474688667, 0.4292855042634519, 0.41369184179131874, 0.4246932074518582, 0.41665592368183574, 0.4194242393197418, 0.4221675550088834, 0.4294460920309959, 0.3984713902086346]"	226	2184	3054	"[153, 151, 41, 73, 51, 170, 36, 100, 152, 79, 51, 123, 132, 105, 109, 137, 164, 113, 108, 83, 78, 3255]"	"[94582, 22629, 964, 32361, 9380, 10383, 12927, 6192, 1948, 3729, 1120, 2348, 51874, 30609, 76279, 114817, 7757, 9761, 7317, 10453, 4841]"	22	NA	0	""	""	NA	"One"	"protein_coding"	"NIF+"	"MGI:MGI:2153044"
"21"	"ENSMUSG00000041112"	0.920354984828126	3.06537498372697	13.6826339666684	4.16776004298633e-10	9.06571164550387e-08	13.5638256306117	"UPF3B_vs_Control"	"Elmo1"	"engulfment and cell motility 1"	"140580"	"protein-coding"	1582.49664319685	0.489040310624907	0.0901274970147262	5.42609444202141	5.76004896487619e-08	4.76356049395261e-06	"Elmo1"	"140580"	"protein-coding"	"ENSMUST00000180626"	2020	1747.094	1.7100038826621	0.93012824200732	2.00786808890875	43.042427967932	6.70673282827027e-07	5.55722054371633e-05	1	"ENSMUST00000180626.2"	"0"	"1"	"0"	0.6	0.525423728813559	0.476642913697546	0.319767441860465	"[0.5205882352941177, 0.5629139072847682, 0.4146341463414634, 0.4246575342465753, 0.39215686274509803, 0.5117647058823529, 0.4444444444444444, 0.47, 0.4934210526315789, 0.43037974683544306, 0.43137254901960786, 0.5040650406504065, 0.42424242424242425, 0.3838771593090211]"	"[0.4414573753095154, 0.4282115869017632, 0.45435684647302904, 0.42050616482803377, 0.423773987206823, 0.4182798805740152, 0.3905005028235476, 0.42344961240310075, 0.4040041067761807, 0.41458836149101636, 0.43839285714285714, 0.44846678023850084, 0.43019624474688667]"	413	1263	344	"[340, 151, 41, 73, 51, 170, 36, 100, 152, 79, 51, 123, 132, 521]"	"[73502, 22629, 964, 32361, 9380, 10383, 12927, 6192, 1948, 3729, 1120, 2348, 51874]"	14	NA	4	"[0.5555555555555556, 0.48717948717948717, 0.494949494949495, 0.5166666666666667]"	"[81, 117, 99, 60]"	117	"One"	"retained_intron"	"NIF+"	"MGI:MGI:2153044"
"22"	"ENSMUSG00000036022"	0.998424588513815	3.46413439998611	13.6388541025544	4.36566387150409e-10	9.30999220911342e-08	13.5198881968167	"UPF3B_vs_Control"	"Fam122b"	"family with sequence similarity 122, member B"	"78755"	"protein-coding"	2854.116761553	0.361835571285274	0.108741602868729	3.32748057541579	0.00087635098522698	0.0152310108185509	"Fam122b"	"78755"	"protein-coding"	"ENSMUST00000114838"	3536	3263.094	2.10460398621144	1.08101762097578	3.72739575535436	149.537498130891	4.0057804291299e-12	1.90661174773923e-09	1	"ENSMUST00000114838.8"	"0"	"0"	"1"	0.5	0.617021276595745	0.489583333333333	0.360529217199559	"[0.5724137931034483, 0.45569620253164556, 0.38636363636363635, 0.5636363636363636, 0.4117647058823529, 0.4883720930232558, 0.532258064516129, 0.4948453608247423, 0.3677599441730635]"	"[0.4415820029027576, 0.39344262295081966, 0.43820224719101125, 0.39357429718875503, 0.3843283582089552, 0.38321167883211676, 0.38308457711442784, 0.3983214977404777]"	47	768	2721	"[145, 79, 44, 55, 102, 86, 62, 97, 2866]"	"[2756, 5307, 89, 249, 268, 822, 4824, 7745]"	9	NA	0	""	""	NA	"One"	"protein_coding"	"NIF+"	"MGI:MGI:1926005"
"23"	"ENSMUSG00000036022"	0.998424588513815	3.46413439998611	13.6388541025544	4.36566387150409e-10	9.30999220911342e-08	13.5198881968167	"UPF3B_vs_Control"	"Fam122b"	"family with sequence similarity 122, member B"	"78755"	"protein-coding"	2854.116761553	0.361835571285274	0.108741602868729	3.32748057541579	0.00087635098522698	0.0152310108185509	"Fam122b"	"78755"	"protein-coding"	"ENSMUST00000114841"	3074	2801.094	3.80785026855318	0.791932789161704	0.628354714407426	15.2949482010724	0.000611665542779208	0.0132683124867946	1	"ENSMUST00000114841.2"	"0"	"1"	"1"	0.4	0.579393939393939	0.480519480519481	0.370822622107969	"[0.5763813651137595, 0.45569620253164556, 0.38636363636363635, 0.5636363636363636, 0.4117647058823529, 0.4883720930232558, 0.532258064516129, 0.4948453608247423, 0.37330873308733087]"	"[0.4415820029027576, 0.39344262295081966, 0.43820224719101125, 0.39357429718875503, 0.3843283582089552, 0.38321167883211676, 0.38308457711442784, 0.3979686057248384]"	825	693	1556	"[923, 79, 44, 55, 102, 86, 62, 97, 1626]"	"[2756, 5307, 89, 249, 268, 822, 4824, 8664]"	9	NA	3	"[0.6296296296296297, 0.6296296296296297, 0.5362318840579711]"	"[135, 108, 207]"	207	"Two"	"protein_coding"	"NIF+"	"MGI:MGI:1926005"
"24"	"ENSMUSG00000020328"	0.731149577063029	7.32156942054038	13.4966161872428	5.08032927374671e-10	1.00593244669596e-07	13.2845809446225	"UPF3B_vs_Control"	"Nudcd2"	"NudC domain containing 2"	"52653"	"protein-coding"	3713.37147579718	0.853897005278484	0.0600577038396718	14.2179429229932	7.09067543866754e-46	2.34559543511122e-42	"Nudcd2"	"52653"	"protein-coding"	"ENSMUST00000020578"	1577	1304.094	1.35184885913935	0.885412799427335	6.24454408172083	173.334991728003	7.89093754651206e-13	4.74999627340262e-10	1	"ENSMUST00000020578.11"	"0"	"1"	"0"	0.3	0.568561872909699	0.527426160337553	0.337064676616915	"[0.6086065573770492, 0.40816326530612246, 0.4342105263157895, 0.34684684684684686]"	"[0.42619431025228127, 0.36619718309859156, 0.40771678599840894]"	299	474	804	"[488, 49, 152, 888]"	"[1863, 426, 2514]"	4	NA	1	"[0.5217391304347826]"	"[69]"	69	"One"	"protein_coding"	"NIF+"	"MGI:MGI:1277103"
"25"	"ENSMUSG00000022023"	1.00378314164589	3.5957201636335	13.373131610043	5.80141035182421e-10	1.126716767615e-07	13.2449824817247	"UPF3B_vs_Control"	"Wbp4"	"WW domain binding protein 4"	"22380"	"protein-coding"	2146.89160635789	0.797236749369041	0.0892779840676872	8.92982472324426	4.26684283238151e-19	3.25724217450416e-16	"Wbp4"	"22380"	"protein-coding"	"ENSMUST00000022601"	3704	3431.094	1.63930054919447	1.00102223214705	4.7904239465954	204.62011566413	1.22771479827391e-13	1.00508099675492e-10	1	"ENSMUST00000022601.7"	"0"	"1"	"1"	0.6	0.744897959183674	0.442086648983201	0.401007556675063	"[0.7423728813559322, 0.4657534246575342, 0.42857142857142855, 0.5076923076923077, 0.47126436781609193, 0.40425531914893614, 0.4342105263157895, 0.4816753926701571, 0.3413173652694611, 0.40401276789785684]"	"[0.5917525773195876, 0.4130966952264382, 0.5963302752293578, 0.45288753799392095, 0.39493201483312734, 0.44664031620553357, 0.39113971980310486, 0.41386782231852653, 0.3752775721687639]"	588	1131	1985	"[590, 73, 63, 130, 174, 47, 76, 191, 167, 2193]"	"[485, 3268, 109, 4277, 1618, 506, 2641, 923, 4053]"	10	NA	1	"[0.7246376811594203]"	"[69]"	69	"Two"	"protein_coding"	"NIF+"	"MGI:MGI:109568"
"26"	"ENSMUSG00000021054"	0.893227101329005	4.67237883908378	13.1026589921611	7.78722117897582e-10	1.3233408991022e-07	12.925503794309	"UPF3B_vs_Control"	"Sgpp1"	"sphingosine-1-phosphate phosphatase 1"	"81535"	"protein-coding"	1674.98391439654	1.09780265179021	0.126074794997642	8.70755056005243	3.10511728952528e-18	1.92594899882805e-15	"Sgpp1"	"81535"	"protein-coding"	"ENSMUST00000021450"	3323	3050.094	1.02099509799408	0.897645514231154	6.36970699994518	262.862131234872	6.96332918887458e-15	1.01796412031501e-11	1	"ENSMUST00000021450.6"	"0"	"0"	"1"	0.3	0.789156626506024	0.566125290023202	0.357296137339056	"[0.6976744186046512, 0.43333333333333335, 0.38079470198675497]"	"[0.42560184044039107, 0.4150659762819442]"	166	1293	1864	"[817, 90, 2416]"	"[12171, 5987]"	3	NA	0	""	""	NA	"One"	"protein_coding"	"NIF+"	"MGI:MGI:2135760"
"27"	"ENSMUSG00000039157"	0.737608271608492	3.56916228693539	12.9676309048617	9.03741962389039e-10	1.48925720953685e-07	12.8050625254147	"UPF3B_vs_Control"	"Fam102a"	"family with sequence similarity 102, member A"	"98952"	"protein-coding"	1233.79234133504	0.760828498559348	0.117501431194726	6.47505728928939	9.47759746577574e-11	1.51702705242514e-08	"Fam102a"	"98952"	"protein-coding"	"ENSMUST00000048375"	4223	3950.094	1.02022431036502	0.731422891667847	5.62901200935481	170.437522106791	9.51358062629818e-13	5.48478022220089e-10	1	"ENSMUST00000048375.6"	"0"	"1"	"1"	0.6	0.695054945054945	0.572519083969466	0.540587219343696	"[0.6613272311212814, 0.5702479338842975, 0.5333333333333333, 0.5641025641025641, 0.5531914893617021, 0.6518987341772152, 0.6, 0.6082949308755761, 0.5081967213114754, 0.5857142857142857, 0.5406435224386114]"	"[0.5002294209415435, 0.5647058823529412, 0.5511531638083974, 0.48299111247318416, 0.5220588235294118, 0.5118829981718465, 0.6463414634146342, 0.5129310344827587, 0.6082474226804123, 0.5232974910394266]"	728	1179	2316	"[874, 121, 30, 117, 47, 158, 105, 217, 122, 70, 2362]"	"[21794, 170, 1691, 3263, 136, 1641, 82, 464, 97, 837]"	11	NA	1	"[0.7058823529411765]"	"[102]"	102	"Two"	"protein_coding"	"NIF+"	"MGI:MGI:2138935"
"28"	"ENSMUSG00000031387"	0.990130748464623	5.40566467087206	11.8820829768741	3.14284792001926e-09	4.11826674435295e-07	11.4729913408153	"UPF3B_vs_Control"	"Renbp"	"renin binding protein"	"19703"	"protein-coding"	2336.62869186732	0.355888042933157	0.0839038222549038	4.24161895571279	2.2191321952059e-05	0.00083104407189522	"Renbp"	"19703"	"protein-coding"	"ENSMUST00000165359"	514	242.65	2.21749433405056	1.44900623969088	-0.813511458294331	19.894501541343	0.00014716945482849	0.00444254225257711	1	"ENSMUST00000165359.3"	"1"	"0"	"0"	0.7	0.5	0.517006802721088	0.564383561643836	"[0.4375, 0.5363636363636364, 0.5375722543352601, 0.5879396984924623]"	"[0.5459183673469388, 0.5036101083032491, 0.5264705882352941]"	2	147	365	"[32, 110, 173, 199]"	"[196, 554, 340]"	4	166	0	""	""	NA	"One"	"nonsense_mediated_decay"	"NIF+"	"MGI:MGI:105940"
"29"	"ENSMUSG00000037348"	0.742594745762365	4.28316885624955	11.5791944390579	4.52449390993034e-09	5.34873867004374e-07	11.174903555794	"UPF3B_vs_Control"	"Paqr7"	"progestin and adipoQ receptor family member VII"	"71904"	"protein-coding"	714.851910072529	0.502505114162281	0.124024999929347	4.05164373673486	5.08590664321849e-05	0.00158321530376754	"Paqr7"	"71904"	"protein-coding"	"ENSMUST00000081525"	2351	2078.094	1.19236565689357	0.775407209942956	4.94909167228737	163.549272874532	1.50099985757449e-12	8.08426673290746e-10	1	"ENSMUST00000081525.4"	"0"	"1"	"0"	0.5	0.617250673854447	0.590558766859345	0.537154989384289	"[0.6176470588235294, 0.5658876181004475]"	"[0.48535736227728854]"	371	1038	942	"[340, 2011]"	"[9766]"	2	NA	1	"[0.6060606060606061]"	"[33]"	33	"One"	"protein_coding"	"NIF+"	"MGI:MGI:1919154"
"30"	"ENSMUSG00000037348"	0.742594745762365	4.28316885624955	11.5791944390579	4.52449390993034e-09	5.34873867004374e-07	11.174903555794	"UPF3B_vs_Control"	"Paqr7"	"progestin and adipoQ receptor family member VII"	"71904"	"protein-coding"	714.851910072529	0.502505114162281	0.124024999929347	4.05164373673486	5.08590664321849e-05	0.00158321530376754	"Paqr7"	"71904"	"protein-coding"	"ENSMUST00000095074"	3550	3277.094	2.57185313387696	0.949632333629809	-0.552124030096917	10.2317657313979	0.0036902179755168	0.0481977320969462	1	"ENSMUST00000095074.4"	"0"	"0"	"1"	0.5	0.614864864864865	0.590558766859345	0.487309644670051	"[0.5757575757575758, 0.6309523809523809, 0.5196621031168075]"	"[0.5068762278978389, 0.47082856675927437]"	148	1038	2364	"[33, 84, 3433]"	"[3563, 6119]"	3	NA	0	""	""	NA	"One"	"protein_coding"	"NIF+"	"MGI:MGI:1919154"
